688 2156
1	194	1
194	1	2
4	8	1
8	4	2
4	20	1
20	4	2
4	74	1
74	4	2
4	107	1
107	4	2
4	144	1
144	4	2
4	397	1
397	4	2|
4	422	1
422	4	2
4	446	1
446	4	2
4	478	1
478	4	2
4	479	1
479	4	2
4	533	1
533	4	2
4	607	1
607	4	2
6	82	1
82	6	2
6	118	1
118	6	2
6	159	1
159	6	2
6	256	1
256	6	2
6	469	1
469	6	2
24	8	1
8	24	2
24	20	1
20	24	2
24	21	1
21	24	2
24	114	1
114	24	2
24	187	1
187	24	2
24	233	1
233	24	2
24	393	1
393	24	2
24	422	1
422	24	2
30	352	1
352	30	2
30	558	1
558	30	2
31	561	1
561	31	2
46	42	1
42	46	2
46	47	1
47	46	2
48	364	1
364	48	2
58	11	1
11	58	2
58	15	1
15	58	2
58	16	1
16	58	2
58	18	1
18	58	2
58	252	1
252	58	2
60	20	1
20	60	2
60	181	1
181	60	2
60	256	1
256	60	2
61	20	1
20	61	2
61	181	1
181	61	2
61	197	1
197	61	2
61	256	1
256	61	2
67	8	1
8	67	2
67	66	1
66	67	2
67	288	1
288	67	2
67	304	1
304	67	2
67	336	1
336	67	2
68	128	1
128	68	2
68	200	1
200	68	2
68	343	1
343	68	2
68	344	1
344	68	2
68	345	1
345	68	2
68	347	1
347	68	2
68	351	1
351	68	2
68	446	1
446	68	2
68	498	1
498	68	2
68	597	1
597	68	2
71	20	1
20	71	2
71	21	1
21	71	2
77	194	1
194	77	2
78	125	1
125	78	2
78	194	1
194	78	2
81	125	1
125	81	2
87	86	1
86	87	2
92	160	1
160	92	2
113	160	1
160	113	2
113	231	1
231	113	2
113	415	1
415	113	2
122	120	1
120	122	2
122	121	1
121	122	2
122	490	1
490	122	2
122	524	1
524	122	2
123	173	1
173	123	2
123	438	1
438	123	2
136	62	1
62	136	2
136	130	1
130	136	2
136	131	1
131	136	2
136	132	1
132	136	2
136	133	1
133	136	2
136	134	1
134	136	2
136	135	1
135	136	2
136	140	1
140	136	2
136	156	1
156	136	2
136	157	1
157	136	2
136	213	1
213	136	2
136	439	1
439	136	2
136	440	1
440	136	2
136	441	1
441	136	2
136	613	1
613	136	2
136	614	1
614	136	2
137	136	1
136	137	2
137	205	1
205	137	2
137	616	1
616	137	2
138	614	1
614	138	2
138	616	1
616	138	2
180	97	1
97	180	2
185	364	1
364	185	2
185	554	1
554	185	2
185	555	1
555	185	2
196	553	1
553	196	2
199	1	1
1	199	2
199	30	1
30	199	2
199	31	1
31	199	2
199	197	1
197	199	2
199	198	1
198	199	2
199	200	1
200	199	2
199	203	1
203	199	2
199	352	1
352	199	2
202	193	1
193	202	2
202	197	1
197	202	2
202	198	1
198	202	2
202	200	1
200	202	2
202	201	1
201	202	2
202	203	1
203	202	2
202	204	1
204	202	2
202	212	1
212	202	2
202	314	1
314	202	2
202	341	1
341	202	2
202	363	1
363	202	2
202	380	1
380	202	2
202	399	1
399	202	2
207	137	1
137	207	2
207	205	1
205	207	2
207	220	1
220	207	2
209	10	1
10	209	2
209	14	1
14	209	2
209	16	1
16	209	2
209	17	1
17	209	2
209	19	1
19	209	2
209	35	1
35	209	2
209	36	1
36	209	2
209	37	1
37	209	2
209	38	1
38	209	2
209	39	1
39	209	2
209	40	1
40	209	2
209	41	1
41	209	2
209	43	1
43	209	2
209	44	1
44	209	2
209	45	1
45	209	2
209	49	1
49	209	2
209	50	1
50	209	2
209	108	1
108	209	2
209	109	1
109	209	2
209	130	1
130	209	2
209	134	1
134	209	2
209	211	1
211	209	2
209	220	1
220	209	2
209	224	1
224	209	2
209	234	1
234	209	2
209	247	1
247	209	2
209	248	1
248	209	2
209	249	1
249	209	2
209	250	1
250	209	2
209	251	1
251	209	2
209	253	1
253	209	2
209	257	1
257	209	2
209	258	1
258	209	2
209	290	1
290	209	2
209	291	1
291	209	2
209	292	1
292	209	2
209	311	1
311	209	2
209	317	1
317	209	2
209	318	1
318	209	2
209	319	1
319	209	2
209	320	1
320	209	2
209	323	1
323	209	2
209	344	1
344	209	2
209	345	1
345	209	2
209	349	1
349	209	2
209	432	1
432	209	2
209	506	1
506	209	2
209	510	1
510	209	2
209	588	1
588	209	2
209	598	1
598	209	2
209	599	1
599	209	2
209	600	1
600	209	2
209	601	1
601	209	2
210	20	1
20	210	2
210	33	1
33	210	2
210	219	1
219	210	2
210	226	1
226	210	2
210	476	1
476	210	2
210	486	1
486	210	2
210	487	1
487	210	2
210	567	1
567	210	2
210	579	1
579	210	2
210	580	1
580	210	2
218	413	1
413	218	2
221	51	1
51	221	2
221	52	1
52	221	2
221	53	1
53	221	2
221	54	1
54	221	2
221	62	1
62	221	2
221	130	1
130	221	2
221	131	1
131	221	2
221	132	1
132	221	2
221	133	1
133	221	2
221	134	1
134	221	2
221	135	1
135	221	2
221	136	1
136	221	2
221	137	1
137	221	2
221	140	1
140	221	2
221	156	1
156	221	2
221	157	1
157	221	2
221	193	1
193	221	2
221	205	1
205	221	2
221	207	1
207	221	2
221	213	1
213	221	2
221	214	1
214	221	2
221	220	1
220	221	2
221	224	1
224	221	2
221	425	1
425	221	2
221	439	1
439	221	2
221	440	1
440	221	2
221	441	1
441	221	2
221	613	1
613	221	2
221	616	1
616	221	2
235	160	1
160	235	2
236	7	1
7	236	2
236	119	1
119	236	2
236	124	1
124	236	2
236	125	1
125	236	2
236	126	1
126	236	2
236	128	1
128	236	2
236	166	1
166	236	2
236	242	1
242	236	2
236	254	1
254	236	2
236	284	1
284	236	2
236	445	1
445	236	2
236	472	1
472	236	2
236	524	1
524	236	2
236	525	1
525	236	2
237	2	1
2	237	2
237	7	1
7	237	2
237	49	1
49	237	2
237	504	1
504	237	2
238	49	1
49	238	2
239	335	1
335	239	2
240	165	1
165	240	2
240	296	1
296	240	2
240	297	1
297	240	2
240	407	1
407	240	2
240	409	1
409	240	2
262	120	1
120	262	2
262	121	1
121	262	2
262	143	1
143	262	2
262	261	1
261	262	2
262	263	1
263	262	2
262	264	1
264	262	2
262	265	1
265	262	2
262	268	1
268	262	2
262	305	1
305	262	2
262	477	1
477	262	2
262	547	1
547	262	2
262	548	1
548	262	2
262	550	1
550	262	2
262	612	1
612	262	2
293	146	1
146	293	2
293	259	1
259	293	2
293	294	1
294	293	2
293	342	1
342	293	2
293	458	1
458	293	2
293	467	1
467	293	2
293	468	1
468	293	2
293	509	1
509	293	2
293	529	1
529	293	2
293	531	1
531	293	2
293	534	1
534	293	2
293	537	1
537	293	2
293	538	1
538	293	2
295	293	1
293	295	2
295	686	1
686	295	2
298	23	1
23	298	2
298	409	1
409	298	2
298	414	1
414	298	2
299	5	1
5	299	2
299	85	1
85	299	2
299	88	1
88	299	2
299	89	1
89	299	2
299	95	1
95	299	2
299	164	1
164	299	2
299	170	1
170	299	2
299	171	1
171	299	2
299	233	1
233	299	2
299	255	1
255	299	2
299	297	1
297	299	2
299	298	1
298	299	2
299	302	1
302	299	2
299	374	1
374	299	2
299	400	1
400	299	2
299	433	1
433	299	2
303	106	1
106	303	2
307	91	1
91	307	2
307	306	1
306	307	2
317	213	1
213	317	2
317	290	1
290	317	2
317	291	1
291	317	2
317	292	1
292	317	2
317	315	1
315	317	2
317	316	1
316	317	2
317	318	1
318	317	2
322	320	1
320	322	2
322	321	1
321	322	2
322	323	1
323	322	2
322	325	1
325	322	2
322	326	1
326	322	2
327	112	1
112	327	2
327	116	1
116	327	2
327	117	1
117	327	2
327	119	1
119	327	2
327	188	1
188	327	2
327	190	1
190	327	2
327	639	1
639	327	2
327	649	1
649	327	2
331	329	1
329	331	2
332	75	1
75	332	2
332	76	1
76	332	2
332	82	1
82	332	2
332	83	1
83	332	2
332	84	1
84	332	2
332	98	1
98	332	2
332	99	1
99	332	2
332	115	1
115	332	2
332	139	1
139	332	2
332	150	1
150	332	2
332	153	1
153	332	2
332	154	1
154	332	2
332	368	1
368	332	2
332	369	1
369	332	2
332	416	1
416	332	2
332	418	1
418	332	2
332	419	1
419	332	2
332	420	1
420	332	2
332	427	1
427	332	2
332	428	1
428	332	2
332	448	1
448	332	2
332	449	1
449	332	2
332	450	1
450	332	2
332	451	1
451	332	2
332	452	1
452	332	2
332	461	1
461	332	2
332	462	1
462	332	2
332	463	1
